pkSeqID,proto,saddr,sport,daddr,dport,seq,stddev,N_IN_Conn_P_SrcIP,min,state_number,mean,N_IN_Conn_P_DstIP,drate,srate,max,attack,category,subcategory
1432785,udp,192.168.100.148,47192,192.168.100.6,80,29042,1.745575,100,0.0,4,3.022915,100,0.0,0.247954,4.075012999999998,1,DoS,UDP
3636868,tcp,192.168.100.147,34141,192.168.100.5,5925,13198,0.0,100,0.003565,1,0.003565,100,0.0,0.0,0.003565,1,Reconnaissance,Service_Scan
1267263,udp,192.168.100.150,55275,192.168.100.3,80,125674,1.7936169999999998,41,0.0,4,3.162423,41,0.0,0.461508,4.925339,1,DoS,UDP
2122231,tcp,192.168.100.148,43419,192.168.100.3,80,208837,1.82702,93,0.0,3,2.543398,100,0.0,0.275039,4.209236,1,DDoS,TCP
3264213,udp,192.168.100.147,26258,192.168.100.3,80,111285,0.8236899999999999,56,2.98056,4,3.985555,100,0.0,1.002884,4.998137,1,DDoS,UDP
3359774,udp,192.168.100.150,9811,192.168.100.3,80,206846,1.923857,96,0.0,4,2.7207,100,0.0,0.490688,4.094733,1,DDoS,UDP
8085,tcp,192.168.100.147,9091,192.168.100.7,80,6608,0.0,100,0.0,3,0.0,100,0.0,0.130423,0.0,1,DoS,TCP
202748,tcp,192.168.100.148,58821,192.168.100.6,80,201271,0.012188,96,0.0,3,0.007037000000000002,96,0.0,0.134376,0.028147,1,DoS,TCP
986954,udp,192.168.100.149,21342,192.168.100.5,80,107520,1.7820650000000002,100,0.0,4,3.086262,100,0.0,0.230705,4.150616,1,DoS,UDP
3640070,udp,192.168.100.149,49345,192.168.100.5,49197,16567,0.0,14,0.00016299999999999998,4,0.00016299999999999998,57,0.0,0.0,0.00016299999999999998,1,Reconnaissance,Service_Scan
1095464,udp,192.168.100.147,17217,192.168.100.7,80,216030,0.530838,100,2.541277,4,2.846189,100,0.0,0.406357,3.906763,1,DoS,UDP
2656277,udp,192.168.100.148,7541,192.168.100.3,80,27660,0.314664,56,3.480996,4,3.925876,100,0.0,0.5988060000000001,4.157401,1,DDoS,UDP
876684,udp,192.168.100.149,65144,192.168.100.5,80,259410,0.027592,100,4.1284839999999985,4,4.156039,100,0.0,0.239862,4.183595,1,DoS,UDP
2797328,udp,192.168.100.148,53281,192.168.100.3,80,168711,1.345703,100,1.375866,4,3.276434,100,0.0,0.635278,4.311903,1,DDoS,UDP
930172,udp,192.168.100.150,40757,192.168.100.3,80,50738,1.795755,93,0.0,4,3.591467,93,0.0,0.446668,4.497948,1,DoS,UDP
2244023,tcp,192.168.100.150,24454,192.168.100.3,80,68482,0.038471,36,3.602925,3,3.641397,100,0.0,0.271658,3.679868,1,DDoS,TCP
812070,udp,192.168.100.150,54968,192.168.100.3,80,194793,0.34206,74,3.825313,4,4.3937599999999986,74,0.0,0.411081,4.728631,1,DoS,UDP
134991,tcp,192.168.100.148,40420,192.168.100.6,80,133514,0.0,100,0.0,3,0.0,100,0.0,0.131938,0.0,1,DoS,TCP
3001320,udp,192.168.100.147,6969,192.168.100.3,80,110542,1.367795,100,1.975978,4,3.910316,100,0.0,1.025074,4.884435,1,DDoS,UDP
1050858,udp,192.168.100.148,47498,192.168.100.6,80,171424,0.030118,74,3.512682,4,3.556089,74,0.0,0.280308,3.59781,1,DoS,UDP
1930216,tcp,192.168.100.150,16801,192.168.100.3,80,16819,2.2077,90,0.0,3,2.2077,100,0.0,0.13613699999999998,4.415399,1,DDoS,TCP
2129699,tcp,192.168.100.149,16822,192.168.100.3,80,216306,0.036212,28,3.928213,3,3.964412,100,0.0,0.2493,4.000611,1,DDoS,TCP
1533777,udp,192.168.100.150,57602,192.168.100.3,80,130034,0.020529,100,4.775415,4,4.800015,100,0.0,0.6264,4.829761,1,DoS,UDP
3555064,udp,192.168.100.147,43029,192.168.100.3,80,139983,1.878973,46,0.983424,4,3.640664,100,0.0,1.005725,4.980109,1,DDoS,UDP
1193497,udp,192.168.100.150,39026,192.168.100.3,80,51908,1.869694,77,0.0,4,3.301616000000001,77,0.0,0.4597520000000001,4.967558,1,DoS,UDP
2955029,udp,192.168.100.148,58762,192.168.100.3,80,64251,0.632219,69,2.765625,4,3.659693,100,0.0,0.729085,4.112458,1,DDoS,UDP
79764,tcp,192.168.100.150,10842,192.168.100.3,80,78287,0.055652,99,0.054189,1,0.109841,99,0.040261,0.120782,0.165493,1,DoS,TCP
3398111,udp,192.168.100.149,22433,192.168.100.3,80,245183,1.938914,100,0.0,4,2.741472,100,0.0,0.484599,4.160468,1,DDoS,UDP
3120311,udp,192.168.100.150,59525,192.168.100.3,80,229533,1.898134,100,0.0,4,2.684366,100,0.0,0.494621,4.029547,1,DDoS,UDP
768144,udp,192.168.100.148,38542,192.168.100.6,80,150867,1.556256,91,0.0,4,2.695512,91,0.0,0.24326,3.5965290000000003,1,DoS,UDP
3420492,udp,192.168.100.150,57213,192.168.100.3,80,5411,0.969608,94,2.012251,4,3.383477,100,0.0,0.49326,4.07249,1,DDoS,UDP
961554,udp,192.168.100.147,48227,192.168.100.7,80,82120,0.439727,100,1.407334,4,2.390369,100,0.0,0.404365,2.596212,1,DoS,UDP
1845980,tcp,192.168.100.149,48009,192.168.100.3,80,194739,0.0,50,0.0,3,0.0,100,0.0,0.0,0.0,1,DDoS,TCP
3512672,udp,192.168.100.147,25492,192.168.100.3,80,97591,0.765617,43,3.3382940000000003,4,4.4207160000000005,100,0.0,0.916069,4.984839,1,DDoS,UDP
3619646,tcp,192.168.100.147,2360,192.168.100.3,1,564,0.0,34,7.000000000000002e-06,1,7.000000000000002e-06,99,0.0,0.0,7.000000000000002e-06,1,Reconnaissance,Service_Scan
2788981,udp,192.168.100.149,26520,192.168.100.3,80,160364,1.961479,45,0.0,4,2.771486,100,0.0,0.403368,4.258472,1,DDoS,UDP
2934665,udp,192.168.100.147,51994,192.168.100.3,80,43887,1.369594,100,1.969048,4,3.905912,100,0.0,1.024222,4.884197,1,DDoS,UDP
464015,tcp,192.168.100.148,40784,192.168.100.6,80,200386,0.069866,89,0.0,1,0.045406,89,0.051522000000000005,0.125832,0.180385,1,DoS,TCP
625146,udp,192.168.100.147,10733,192.168.100.7,80,7869,1.2444309999999998,100,0.0,4,1.7585669999999998,100,0.0,0.30648800000000004,2.715786,1,DoS,UDP
2820545,udp,192.168.100.148,61053,192.168.100.3,80,191928,1.234924,66,1.370139,4,3.105919,100,0.0,0.662216,4.140702,1,DDoS,UDP
2850857,udp,192.168.100.150,48836,192.168.100.3,80,222240,0.407174,100,4.037457,4,4.4446309999999984,100,0.0,0.458654,4.8518050000000015,1,DDoS,UDP
23492,tcp,192.168.100.148,7409,192.168.100.6,80,22015,0.033961,78,0.0,1,0.016981,78,0.0,0.127817,0.08490299999999999,1,DoS,TCP
2200300,tcp,192.168.100.150,12228,192.168.100.3,80,24758,0.125946,63,3.565252,3,3.691202,100,0.0,0.269737,3.817152,1,DDoS,TCP
3183465,udp,192.168.100.148,41645,192.168.100.3,80,30537,0.647491,100,2.773994,4,3.689503,100,0.0,0.723909,4.163073000000002,1,DDoS,UDP
2541971,tcp,192.168.100.148,4859,192.168.100.3,80,104284,1.82614,63,0.0,1,1.423652,100,0.050838,0.118329,4.001515,1,DDoS,TCP
3131226,udp,192.168.100.150,64807,192.168.100.3,80,240448,1.902099,40,0.0,4,2.689973,100,0.0,0.494539,4.038394,1,DDoS,UDP
542777,tcp,192.168.100.149,41826,192.168.100.5,80,16995,0.0,100,0.0,3,0.0,100,0.0,0.033971,0.0,1,DoS,TCP
1698367,tcp,192.168.100.149,8410,192.168.100.3,80,47126,0.0,100,0.0,3,0.0,100,0.0,0.094579,0.0,1,DDoS,TCP
2055117,tcp,192.168.100.147,47750,192.168.100.3,80,141723,1.612284,100,0.198348,1,2.478322,100,0.0,0.356951,3.640228,1,DDoS,TCP
1596596,udp,192.168.100.148,29073,192.168.100.6,80,192854,0.026847000000000003,100,3.98775,4,4.024628,100,0.0,0.24784,4.051011,1,DoS,UDP
473224,tcp,192.168.100.149,54557,192.168.100.5,80,209595,2.136066,100,0.0,3,1.510427,100,0.0,0.127415,4.531281,1,DoS,TCP
1484155,udp,192.168.100.150,21363,192.168.100.3,80,80412,1.926049,100,0.0,4,3.850803,100,0.0,0.573755,4.908594,1,DoS,UDP
3033246,udp,192.168.100.147,22784,192.168.100.3,80,142468,1.367234,75,1.97756,4,3.911107,100,0.0,1.024775,4.884659,1,DDoS,UDP
2667033,udp,192.168.100.147,29963,192.168.100.3,80,38416,0.454449,100,3.982228,4,4.345253,100,0.0,0.840349,4.986053,1,DDoS,UDP
455605,tcp,192.168.100.148,38311,192.168.100.6,80,191976,0.054412,35,0.0,1,0.03347,35,0.039368,0.12708599999999998,0.140249,1,DoS,TCP
1246440,udp,192.168.100.147,38257,192.168.100.7,80,104851,1.819973,100,0.0,4,2.227101,100,0.0,0.213247,3.848833,1,DoS,UDP
744759,udp,192.168.100.148,33397,192.168.100.6,80,127482,1.552322,100,0.0,4,2.68869,100,0.0,0.23975,3.591539,1,DoS,UDP
2814425,udp,192.168.100.150,35184,192.168.100.3,80,185808,1.834296,100,0.0,4,2.586202,100,0.0,0.423469,4.05433,1,DDoS,UDP
